"title","tags","views","likes","comment_count","category_id","categories","publish_date_official","trend_date_official","Title","tag1","tag2","tag3","tag4","tag5","tag6","tag7","tag8","tag9","tag10","tag11","tag12","tag13","tag14","tag15","tag16","tag17","tag18","tag19","tag20","tag21","tag22","tag23","tag24","tag25","tag26","tag27","tag28","tag29","tag30","tag31","tag32","tag33","tag34","tag35","tag36","tag37","tag38","tag39","tag40","tag41","tag42","tag43","tag44","tag45","tag46","tag47","tag48","tag49","tag50","tag51","tag52"
"Shawn Mendes - Youth (Lyric Video) ft. Khalid","Shawn|""Mendes""|""Youth""|""Island""|""Records""|""Pop""",32079687,867305,40794,10,"Music",2018-05-03,2018-05-23,"Shawn Mendes - Youth (Lyric Video) ft. Khalid","Shawn","Mendes","Youth","Island","Records","Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jennifer Lopez - Dinero ft. DJ Khaled, Cardi B","jennifer lopez|""jlo""|""jennifer lopez live""|""jlo live""|""jlo full concert""|""amor amor amor""|""ni tu ni yo""|""ain't your mama""|""on the floor""|""love don't cost a thing""|""jenny from the block""|""christina milan""|""britney spears""|""hilary duff""|""kelly rowland""|""Dinero""|""Epic/Nuyorican Productions""|""Jennifer Lopez feat. DJ Khaled & Cardi B""|""Pop""",30599645,455949,25679,10,"Music",2018-05-24,2018-06-14,"Jennifer Lopez - Dinero ft. DJ Khaled, Cardi B","jennifer lopez","jlo","jennifer lopez live","jlo live","jlo full concert","amor amor amor","ni tu ni yo","ain't your mama","on the floor","love don't cost a thing","jenny from the block","christina milan","britney spears","hilary duff","kelly rowland","Dinero","Epic/Nuyorican Productions","Jennifer Lopez feat. DJ Khaled & Cardi B","Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calvin Harris, Dua Lipa - One Kiss (Lyric Video)","calvin harris|""calvin harris one kiss""|""calvin harris dua lipa one kiss""|""dua lipa one kiss""|""one kiss""|""one kiss lyrics""|""calvin harris one kiss lyrics""|""calvin harris dua lipa one kiss live""|""calvin harris dua lipa one kiss lyrics""|""dua lipa one kiss lyrics""|""dua lipa one kiss live""|""calvin harris feels""|""calvin harris summer""|""calvin harris nuh ready""|""calvin harris thinking about you""|""calvin harris my way""|""calvin harris feel so close""|""calvin""|""harris""",30061253,510475,12134,10,"Music",2018-04-06,2018-04-24,"Calvin Harris, Dua Lipa - One Kiss (Lyric Video)","calvin harris","calvin harris one kiss","calvin harris dua lipa one kiss","dua lipa one kiss","one kiss","one kiss lyrics","calvin harris one kiss lyrics","calvin harris dua lipa one kiss live","calvin harris dua lipa one kiss lyrics","dua lipa one kiss lyrics","dua lipa one kiss live","calvin harris feels","calvin harris summer","calvin harris nuh ready","calvin harris thinking about you","calvin harris my way","calvin harris feel so close","calvin","harris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BTS (방탄소년단) LOVE YOURSELF 轉 Tear 'Singularity' Comeback Trailer","BIGHIT|""빅히트""|""방탄소년단""|""BTS""|""BANGTAN""|""방탄""",29741771,2700800,371864,10,"Music",2018-05-06,2018-05-16,"BTS (방탄소년단) LOVE YOURSELF 轉 Tear 'Singularity' Comeback Trailer","BIGHIT","빅히트","방탄소년단","BTS","BANGTAN","방탄",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poo Bear ft. Justin Bieber & Jay Electronica - Hard 2 Face Reality (Lyric Video)","poo bear ft justin bieber jay electronica hard 2 face reality lyric video|""poo""|""bear""|""ft""|""justin""|""bieber""|""jay""|""electronica""|""hard""|""face""|""reality""|""lyric""|""video""|""the greatest babysitters ever""|""what happens after a breakup""|""separated at birth""|""We're Your Babysitters! | Hannah Stocking & Kára McCullough""|""lelepons""|""hannahstocking""|""rudymancuso""|""inanna""|""anwar""|""sarkis""|""shots""|""shotsstudios""|""alesso""|""anitta""|""brazil""",29178096,825258,60709,23,"Comedy",2018-04-06,2018-04-24,"Poo Bear ft. Justin Bieber & Jay Electronica - Hard 2 Face Reality (Lyric Video)","poo bear ft justin bieber jay electronica hard 2 face reality lyric video","poo","bear","ft","justin","bieber","jay","electronica","hard","face","reality","lyric","video","the greatest babysitters ever","what happens after a breakup","separated at birth","We're Your Babysitters! "," Hannah Stocking & Kára McCullough","lelepons","hannahstocking","rudymancuso","inanna","anwar","sarkis","shots","shotsstudios","alesso","anitta","brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Real Life Trick Shots 2 | Dude Perfect","dude perfect|""dude perfect stereotypes""|""dude perfect water bottle flip""|""bottle flip""|""water bottle flip""|""dude perfect bottle flip""|""dude perfect basketball""|""dp""|""dude perfect world record""|""edition""|""nerf""|""trick shots""|""trick shot""|""family""|""ping pong""|""bowling""|""clean""|""family friendly""|""bubble wrap""|""soccer""|""football""|""spinner""|""spinners""|""fidget spinners""|""dude""|""real life""|""every day""|""game""|""banana""|""mail toss""|""dudes""|""dude real life""|""real life tricks""|""real tricks""|""crazy tricks""",29090799,1017919,51282,17,"Sports",2018-01-22,2018-01-30,"Real Life Trick Shots 2 | Dude Perfect","dude perfect","dude perfect stereotypes","dude perfect water bottle flip","bottle flip","water bottle flip","dude perfect bottle flip","dude perfect basketball","dp","dude perfect world record","edition","nerf","trick shots","trick shot","family","ping pong","bowling","clean","family friendly","bubble wrap","soccer","football","spinner","spinners","fidget spinners","dude","real life","every day","game","banana","mail toss","dudes","dude real life","real life tricks","real tricks","crazy tricks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abraham Mateo, Yandel, Jennifer Lopez - Se Acabó el Amor","Abraham Mateo|""Yandel""|""Jennifer Lopez""|""Pop""|""Se Acabó el Amor""|""Sony Music Entertainment""",29075706,304469,10190,10,"Music",2018-04-20,2018-05-15,"Abraham Mateo, Yandel, Jennifer Lopez - Se Acabó el Amor","Abraham Mateo","Yandel","Jennifer Lopez","Pop","Se Acabó el Amor","Sony Music Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Demi Lovato - Tell Me You Love Me","Demi Lovato|""Tell Me You Love Me""|""Jesse Williams""|""Demi""|""Lovato""|""Tell""|""Me""|""You""|""Love""|""Island""|""Records""|""Pop""",28860037,1251825,77905,10,"Music",2017-12-01,2017-12-09,"Demi Lovato - Tell Me You Love Me","Demi Lovato","Tell Me You Love Me","Jesse Williams","Demi","Lovato","Tell","Me","You","Love","Island","Records","Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Camila Cabello - Never Be the Same","camila cabello|""camila""|""camila full album""|""havana""|""never be the same""|""all these years""|""she loves control""|""inside out""|""consequences""|""somethings gotta give""|""in the dark""|""into it""|""crying in the club""|""i have questions""|""fifth harmony""|""camilizers""|""harmonizers""|""Camila Cabello""|""Never Be the Same""|""Pop""|""Syco Music/Epic""",27784769,797015,51147,10,"Music",2018-03-08,2018-03-24,"Camila Cabello - Never Be the Same","camila cabello","camila","camila full album","havana","never be the same","all these years","she loves control","inside out","consequences","somethings gotta give","in the dark","into it","crying in the club","i have questions","fifth harmony","camilizers","harmonizers","Camila Cabello","Never Be the Same","Pop","Syco Music/Epic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ed Sheeran - Perfect Symphony (with Andrea Bocelli)","edsheeran|""ed sheeran""|""acoustic""|""live""|""cover""|""official""|""remix""|""official video""|""lyrics""|""session""",27350528,1025895,40899,10,"Music",2017-12-15,2017-12-22,"Ed Sheeran - Perfect Symphony (with Andrea Bocelli)","edsheeran","ed sheeran","acoustic","live","cover","official","remix","official video","lyrics","session",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dua Lipa - IDGAF (Official Music Video)","dua lipa|""idgaf""|""dl1""|""I don't give a fuck""|""dua idgaf""|""dua lipa official""|""dua new video""|""dua lipa video""|""dua leepa""|""warner bros records""|""warner Bros""|""so i cut you off""|""dua lipa i dont give a fuck""|""Pop""|""Dance""|""2018""|""Debut Album""|""I Don't Give A F""|""Dueling Duas""|""Dueling Lipas""|""Double Dua""|""Double Lipa""|""Dueling Dua Lipas""|""Double Dua Lipas""",27335197,1260110,55385,10,"Music",2018-01-12,2018-01-19,"Dua Lipa - IDGAF (Official Music Video)","dua lipa","idgaf","dl1","I don't give a fuck","dua idgaf","dua lipa official","dua new video","dua lipa video","dua leepa","warner bros records","warner Bros","so i cut you off","dua lipa i dont give a fuck","Pop","Dance","2018","Debut Album","I Don't Give A F","Dueling Duas","Dueling Lipas","Double Dua","Double Lipa","Dueling Dua Lipas","Double Dua Lipas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Céline Dion - Ashes (from the Deadpool 2 Motion Picture Soundtrack)","Ashes|""Columbia""|""Céline Dion""|""Soundtracks""",27039153,564493,34246,10,"Music",2018-05-03,2018-05-29,"Céline Dion - Ashes (from the Deadpool 2 Motion Picture Soundtrack)","Ashes","Columbia","Céline Dion","Soundtracks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eminem - Walk On Water (Audio) ft. Beyoncé","Eminem|""Walk""|""On""|""Water""|""Aftermath/Shady/Interscope""|""Rap""",26448434,911883,127481,10,"Music",2017-11-10,2017-11-18,"Eminem - Walk On Water (Audio) ft. Beyoncé","Eminem","Walk","On","Water","Aftermath/Shady/Interscope","Rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOT7 Look M/V","JYP Entertainment|""JYP""|""GOT7""|""갓세븐""|""GOT7 JB""|""GOT7 잭슨""|""GOT7 진영""|""GOT7 유겸""|""GOT7 영재""|""GOT7 마크""|""GOT7 뱀뱀""|""GOT7 Jackson""|""GOT7 Jinyoung""|""GOT7 Yugyeom""|""GOT7 Youngjae""|""GOT7 Mark""|""GOT7 BamBam""|""갓세븐 JB""|""갓세븐 잭슨""|""갓세븐 진영""|""갓세븐 유겸""|""갓세븐 영재""|""갓세븐 마크""|""갓세븐 뱀뱀""|""JB""|""잭슨""|""진영""|""유겸""|""영재""|""마크""|""뱀뱀""|""Jackson""|""Jinyoung""|""Yugyeom""|""Youngjae""|""Mark""|""BamBam""|""갓세븐 뮤비""|""GOT7 Look""|""갓세븐 룩""|""갓세븐 look""|""Look""|""룩""|""룩 뮤비""|""got7 mv""|""look mv""|""look music video""|""eyes on you""|""아이즈온유""|""got7 eyes on you""|""got7 music video""|""got7 look mv""",25757299,1036693,213764,10,"Music",2018-03-12,2018-03-27,"GOT7 Look M/V","JYP Entertainment","JYP","GOT7","갓세븐","GOT7 JB","GOT7 잭슨","GOT7 진영","GOT7 유겸","GOT7 영재","GOT7 마크","GOT7 뱀뱀","GOT7 Jackson","GOT7 Jinyoung","GOT7 Yugyeom","GOT7 Youngjae","GOT7 Mark","GOT7 BamBam","갓세븐 JB","갓세븐 잭슨","갓세븐 진영","갓세븐 유겸","갓세븐 영재","갓세븐 마크","갓세븐 뱀뱀","JB","잭슨","진영","유겸","영재","마크","뱀뱀","Jackson","Jinyoung","Yugyeom","Youngjae","Mark","BamBam","갓세븐 뮤비","GOT7 Look","갓세븐 룩","갓세븐 look","Look","룩","룩 뮤비","got7 mv","look mv","look music video","eyes on you","아이즈온유","got7 eyes on you","got7 music video","got7 look mv"
"Incredibles 2 Official Trailer","Pixar|""Disney""|""Disney Pixar""|""Pixar Movie""|""Animation""|""Incredibles""|""Incredibles 2""|""Edna Mode""|""Super Suit""|""Frozone""|""Honey""|""Wife""|""Mrs. Incredibles""|""Elastigirl""|""Dash""|""Violet""|""Supers""|""Bob Odenkirk""|""Sophia Bush""|""Brad Bird""|""Animated""|""Sneak Peek""|""Preview""|""Trailer""|""HD""|""1080""|""Sneak""|""Peek""",25274694,339824,29831,1,"Film & Animation",2018-04-13,2018-05-14,"Incredibles 2 Official Trailer","Pixar","Disney","Disney Pixar","Pixar Movie","Animation","Incredibles","Incredibles 2","Edna Mode","Super Suit","Frozone","Honey","Wife","Mrs. Incredibles","Elastigirl","Dash","Violet","Supers","Bob Odenkirk","Sophia Bush","Brad Bird","Animated","Sneak Peek","Preview","Trailer","HD","1080","Sneak","Peek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Official Ram Trucks Super Bowl Commercial | Icelandic Vikings | We Will Rock You","Ram Trucks Commercial|""Ram Super Bowl Commercial""|""Ram Superbowl Ad""|""Ram Superbowl Commercials""|""Ram Icelandic Vikings""|""Ram Queen Song""|""Ram Vikings Super Bowl Commercial""|""Ram We Will Rock You""|""Ram Queen Super Bowl Commercial""|""Ram Viking Truck Commercial""|""Ram Viking Commercial""|""Ram We Will Rock You Commercial""|""Ram Trucks We Will Rock You Super Bowl""|""Ram Trucks We Will Rock You Vikings""|""Ram Trucks Viking Super Bowl Ad""|""Ram Trucks Viking Commercial""|""Ram Trucks Viking Super Bowl""",25244097,6971,875,2,"Autos & Vehicles",2018-02-05,2018-02-13,"Official Ram Trucks Super Bowl Commercial | Icelandic Vikings | We Will Rock You","Ram Trucks Commercial","Ram Super Bowl Commercial","Ram Superbowl Ad","Ram Superbowl Commercials","Ram Icelandic Vikings","Ram Queen Song","Ram Vikings Super Bowl Commercial","Ram We Will Rock You","Ram Queen Super Bowl Commercial","Ram Viking Truck Commercial","Ram Viking Commercial","Ram We Will Rock You Commercial","Ram Trucks We Will Rock You Super Bowl","Ram Trucks We Will Rock You Vikings","Ram Trucks Viking Super Bowl Ad","Ram Trucks Viking Commercial","Ram Trucks Viking Super Bowl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BOWLING BALL Vs. TRAMPOLINE from 45m!","how ridiculous|""giant anvil vs""|""anvil vs""|""giant anvil""|""basketball""|""rc cars""|""anvil""|""magnus effect""|""anvil vs fridge""|""bottle flip""|""dart trick shots""|""dropping an anvil""|""rc""|""anvil drop""|""drop test""|""how ridiculous anvil""|""darts trick shots""|""anvil vs ice""|""line x""|""darts""|""basket""|""basketball connect 4""|""anvil drop test""|""dart""|""ridiculous""|""epic""|""funny""|""45m tower""|""how ridiculous rc car""|""giant ice block""|""trampoline""|""bowling ball""|""bowling ball trampoline""|""how ridiculous trampoline""",25235767,493804,42732,17,"Sports",2018-03-16,2018-03-24,"BOWLING BALL Vs. TRAMPOLINE from 45m!","how ridiculous","giant anvil vs","anvil vs","giant anvil","basketball","rc cars","anvil","magnus effect","anvil vs fridge","bottle flip","dart trick shots","dropping an anvil","rc","anvil drop","drop test","how ridiculous anvil","darts trick shots","anvil vs ice","line x","darts","basket","basketball connect 4","anvil drop test","dart","ridiculous","epic","funny","45m tower","how ridiculous rc car","giant ice block","trampoline","bowling ball","bowling ball trampoline","how ridiculous trampoline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shakira - Trap (Official Video) ft. Maluma","Shakira ft. Maluma|""Shakira ft. Maluma Music""|""Shakira ft. Maluma Official Video""|""Shakira ft. Maluma Video""|""Shakira ft. Maluma Video Oficial""|""Trap Official Video""|""Official Video""|""Trap Single""|""Single""|""Shakira ft. Maluma New Single""|""Shakira ft. Maluma Single""|""Shakira ft. Maluma Song""|""Trap new song""|""Trap nueva canción""|""Shakira ft. Maluma nuevo sencillo""|""Shakira ft. Maluma Trap""|""Latin Pop""|""Shakira feat. Maluma""|""Sony Music Latin""|""Trap""",25142629,655664,82853,10,"Music",2018-01-26,2018-02-02,"Shakira - Trap (Official Video) ft. Maluma","Shakira ft. Maluma","Shakira ft. Maluma Music","Shakira ft. Maluma Official Video","Shakira ft. Maluma Video","Shakira ft. Maluma Video Oficial","Trap Official Video","Official Video","Trap Single","Single","Shakira ft. Maluma New Single","Shakira ft. Maluma Single","Shakira ft. Maluma Song","Trap new song","Trap nueva canción","Shakira ft. Maluma nuevo sencillo","Shakira ft. Maluma Trap","Latin Pop","Shakira feat. Maluma","Sony Music Latin","Trap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gorillaz - Humility (Official Video)","humility|""Gorillaz Humanz""|""the now now""|""george benson""|""Venice Beach""|""jamie hewlett""|""damon albarn""|""new album""|""Los Angeles""|""Jack Black""|""Free Murdoc""|""Hollywood""|""Demon Dayz""|""Gorillaz The Now Now""|""g is the magic number""|""lake zurich""|""Gorillaz Leak""|""gorillaz""|""jack black""",25016614,911150,78492,10,"Music",2018-05-31,2018-06-14,"Gorillaz - Humility (Official Video)","humility","Gorillaz Humanz","the now now","george benson","Venice Beach","jamie hewlett","damon albarn","new album","Los Angeles","Jack Black","Free Murdoc","Hollywood","Demon Dayz","Gorillaz The Now Now","g is the magic number","lake zurich","Gorillaz Leak","gorillaz","jack black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suicide: Be Here Tomorrow.","logan paul vlog|""logan paul""|""logan""|""paul""|""logan paul youtube""|""logan paul suicide""|""suicide prevention awareness""|""suicide prevention""|""5 steps""|""suicide hotline""|""suicide lifeline""|""national""|""kevin hines""|""golden gate bridge""|""survival""|""be here tomorrow""",24286474,1988746,658130,29,"Nonprofits & Activism",2018-01-24,2018-02-01,"Suicide: Be Here Tomorrow.","logan paul vlog","logan paul","logan","paul","logan paul youtube","logan paul suicide","suicide prevention awareness","suicide prevention","5 steps","suicide hotline","suicide lifeline","national","kevin hines","golden gate bridge","survival","be here tomorrow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deadpool 2: The Final Trailer","Trailer|""Deadpool""|""20th Century Fox (Production Company)""|""Deadpool Movie""|""Ryan Reynolds (Celebrity)""|""Ed Skrein (Musical Artist)""|""T. J. Miller (TV Writer)""|""Gina Carano (Martial Artist)""|""Red band""|""Red band deadpool""|""Marvel""|""Marvel Comics""|""Comic Book (Comic Book Genre)""|""Dead pool""|""Deadpool green band""|""Deadpool red band""|""Action""|""Comedy""|""Action Comedy""|""X-Men (Award-Winning Work)""|""deadpool movie""|""deadpool sequel""|""deadpool 2""|""2nd deadpool movie""",24152049,429341,28740,1,"Film & Animation",2018-04-19,2018-05-14,"Deadpool 2: The Final Trailer","Trailer","Deadpool","20th Century Fox (Production Company)","Deadpool Movie","Ryan Reynolds (Celebrity)","Ed Skrein (Musical Artist)","T. J. Miller (TV Writer)","Gina Carano (Martial Artist)","Red band","Red band deadpool","Marvel","Marvel Comics","Comic Book (Comic Book Genre)","Dead pool","Deadpool green band","Deadpool red band","Action","Comedy","Action Comedy","X-Men (Award-Winning Work)","deadpool movie","deadpool sequel","deadpool 2","2nd deadpool movie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coachella 2018 LIVE Channel 1","[none]",24004779,0,3,10,"Music",2018-04-05,2018-04-16,"Coachella 2018 LIVE Channel 1","[none]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkish Airlines - 5 Senses with Dr. Oz","[none]",23932421,4666,465,19,"Travel & Events",2018-02-04,2018-02-11,"Turkish Airlines - 5 Senses with Dr. Oz","[none]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Migos, Nicki Minaj, Cardi B - MotorSport (Official)","Migos|""Cardi B""|""Cardi""|""Nicki Minaj""|""Nicki""|""Minaj""|""Culture 2""|""MotorSport""|""Motor Sport""|""Motor""|""Sport""",23575103,548457,55676,10,"Music",2017-12-08,2017-12-15,"Migos, Nicki Minaj, Cardi B - MotorSport (Official)","Migos","Cardi B","Cardi","Nicki Minaj","Nicki","Minaj","Culture 2","MotorSport","Motor Sport","Motor","Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
